Date,Adj Close
7/20/2001,122.8600006
7/23/2001,124.3799973
7/24/2001,124.1999969
7/25/2001,123.5699997
7/26/2001,123.7200012
7/27/2001,123.4599991
7/30/2001,125.1699982
7/31/2001,125.0100021
8/1/2001,124.3899994
8/2/2001,123.7200012
8/3/2001,123.5999985
8/6/2001,123.8000031
8/7/2001,123.5599976
8/8/2001,123.5599976
8/9/2001,121.9599991
8/10/2001,121.9499969
8/13/2001,122.3799973
8/14/2001,121.8300018
8/15/2001,119.8899994
8/16/2001,120.25
8/17/2001,120.1900024
8/20/2001,120.7399979
8/21/2001,119.7699966
8/22/2001,120.4199982
8/23/2001,119.8899994
8/24/2001,119.9800034
8/27/2001,119.8899994
8/28/2001,120.0199966
8/29/2001,120.1600037
8/30/2001,119.4300003
8/31/2001,118.75
9/3/2001,118.7099991
9/4/2001,119.4000015
9/5/2001,120.7399979
9/6/2001,120.9400024
9/7/2001,120
9/10/2001,121.0999985
9/11/2001,119.5800018
9/12/2001,119.6100006
9/13/2001,118.8099976
9/14/2001,117.3199997
9/17/2001,117.8600006
9/18/2001,117.2600021
9/19/2001,117.5
9/20/2001,116.4300003
9/21/2001,116.5899963
9/24/2001,117.5500031
9/25/2001,117.5100021
9/26/2001,117.8799973
9/27/2001,119.6600037
9/28/2001,119.4800034
10/1/2001,120.3000031
10/2/2001,120.6100006
10/3/2001,120.5800018
10/4/2001,120.4700012
10/5/2001,120.4700012
10/8/2001,119.7200012
10/9/2001,120.1999969
10/10/2001,120.2600021
10/11/2001,121.4000015
10/12/2001,121.2200012
10/15/2001,120.8000031
10/16/2001,121.2699966
10/17/2001,121.2200012
10/18/2001,121.1399994
10/19/2001,121.1699982
10/22/2001,122.3799973
10/23/2001,122.5100021
10/24/2001,122.8099976
10/25/2001,122.8799973
10/26/2001,122.6500015
10/29/2001,121.8899994
10/30/2001,122.1200027
10/31/2001,122.4000015
11/1/2001,121.9700012
11/2/2001,121.6200027
11/5/2001,121.5599976
11/6/2001,121.1699982
11/7/2001,121.1600037
11/8/2001,120.1200027
11/9/2001,120.2200012
11/12/2001,120.5699997
11/13/2001,121.4199982
11/14/2001,121.5299988
11/15/2001,122.4499969
11/16/2001,122.8700027
11/19/2001,123.0800018
11/20/2001,122.5699997
11/21/2001,123.1500015
11/22/2001,123.9499969
11/23/2001,124.2799988
11/26/2001,124.0500031
11/27/2001,123.9700012
11/28/2001,123.1500015
11/29/2001,123.9400024
11/30/2001,123.4499969
12/3/2001,124.2799988
12/4/2001,124.1399994
12/5/2001,124.1600037
12/6/2001,124.5500031
12/7/2001,125.4899979
12/10/2001,125.9499969
12/11/2001,125.8300018
12/12/2001,125.9100037
12/13/2001,126.1200027
12/14/2001,127.3700027
12/17/2001,127.6399994
12/18/2001,128.2599945
12/19/2001,128.3699951
12/20/2001,129.1999969
12/21/2001,129.5
12/24/2001,129.8500061
12/25/2001,130.8500061
12/26/2001,131.2799988
12/27/2001,131.8099976
12/28/2001,131.0500031
12/31/2001,131.6699982
1/1/2002,131.9299927
1/2/2002,132.1399994
1/3/2002,131.6999969
1/4/2002,131.0200043
1/7/2002,131.25
1/8/2002,132.9199982
1/9/2002,132.9400024
1/10/2002,132.1300049
1/11/2002,132.1499939
1/14/2002,131.6300049
1/15/2002,131.2200012
1/16/2002,132.1900024
1/17/2002,132.4499969
1/18/2002,132.6199951
1/21/2002,132.9499969
1/22/2002,133.6600037
1/23/2002,134.5299988
1/24/2002,134.8500061
1/25/2002,134.5500031
1/28/2002,133.5599976
1/29/2002,133.4400024
1/30/2002,132.8699951
1/31/2002,134.8699951
2/1/2002,133.1000061
2/4/2002,132.0299988
2/5/2002,133.8000031
2/6/2002,133.6399994
2/7/2002,133.9499969
2/8/2002,134.6699982
2/11/2002,133.3699951
2/12/2002,132.7200012
2/13/2002,133
2/14/2002,132.0500031
2/15/2002,132.5899963
2/18/2002,132.6600037
2/19/2002,133.4199982
2/20/2002,133.7700043
2/21/2002,134.1999969
2/22/2002,134.1100006
2/25/2002,133.8399963
2/26/2002,134.5200043
2/27/2002,134.2200012
2/28/2002,133.4600067
3/1/2002,133.3200073
3/4/2002,131.9499969
3/5/2002,132.2200012
3/6/2002,130.7400055
3/7/2002,127.6200027
3/8/2002,128.6199951
3/11/2002,128.0200043
3/12/2002,129.0299988
3/13/2002,129.3600006
3/14/2002,129.25
3/15/2002,129.0099945
3/18/2002,131.1600037
3/19/2002,132.1999969
3/20/2002,131.3500061
3/21/2002,132.1100006
3/22/2002,132.8999939
3/25/2002,133.3000031
3/26/2002,133.0800018
3/27/2002,132.7299957
3/28/2002,132.75
3/29/2002,132.6999969
4/1/2002,133.3099976
4/2/2002,133.1300049
4/3/2002,132.7100067
4/4/2002,132.3300018
4/5/2002,131.5500031
4/8/2002,131.5200043
4/9/2002,130.6499939
4/10/2002,130.7400055
4/11/2002,131.5299988
4/12/2002,131.9199982
4/15/2002,132.0599976
4/16/2002,131.1699982
4/17/2002,130.6999969
4/18/2002,129.9700012
4/19/2002,130.3099976
4/22/2002,130.1100006
4/23/2002,130.2299957
4/24/2002,129.6199951
4/25/2002,128.6799927
4/26/2002,127.8199997
4/29/2002,128.1199951
4/30/2002,128.5299988
5/1/2002,127.2399979
5/2/2002,127.8099976
5/3/2002,126.9000015
5/6/2002,127.1500015
5/7/2002,128.1499939
5/8/2002,128.8200073
5/9/2002,128.4199982
5/10/2002,127.5699997
5/13/2002,127.7699966
5/14/2002,128.5099945
5/15/2002,127.6500015
5/16/2002,128.0299988
5/17/2002,125.9300003
5/20/2002,125.3899994
5/21/2002,124.3000031
5/22/2002,124.3499985
5/23/2002,125.0299988
5/24/2002,124.6999969
5/27/2002,124.75
5/28/2002,124.4899979
5/29/2002,124.3499985
5/30/2002,123.4199982
5/31/2002,124.0599976
6/3/2002,123.6200027
6/4/2002,124.1699982
6/5/2002,124.1299973
6/6/2002,124.1200027
6/7/2002,124.3099976
6/10/2002,124.7399979
6/11/2002,125.2799988
6/12/2002,125.5800018
6/13/2002,124.9899979
6/14/2002,124.1299973
6/17/2002,124.2600021
6/18/2002,124.2600021
6/19/2002,123.8600006
6/20/2002,123.4499969
6/21/2002,121.0899963
6/24/2002,121.5999985
6/25/2002,121.1500015
6/26/2002,119.9199982
6/27/2002,119.5400009
6/28/2002,119.5199966
7/1/2002,119.7699966
7/2/2002,120
7/3/2002,119.9000015
7/4/2002,120.1699982
7/5/2002,120.4000015
7/8/2002,118.5699997
7/9/2002,118.0599976
7/10/2002,117.7600021
7/11/2002,117.0299988
7/12/2002,116.8499985
7/15/2002,116.2200012
7/16/2002,115.9700012
7/17/2002,116.3300018
7/18/2002,116.5299988
7/19/2002,115.9000015
7/22/2002,116.3700027
7/23/2002,117.3700027
7/24/2002,116.6800003
7/25/2002,116.6299973
7/26/2002,118.7699966
7/29/2002,119.6500015
7/30/2002,120.2200012
7/31/2002,119.7799988
8/1/2002,119.2099991
8/2/2002,118.7699966
8/5/2002,119.6100006
8/6/2002,120.9599991
8/7/2002,120.2600021
8/8/2002,121.0999985
8/9/2002,120.4499969
8/12/2002,119.0100021
8/13/2002,118.2300034
8/14/2002,117.1900024
8/15/2002,117.3399963
8/16/2002,117.5599976
8/19/2002,118.4400024
8/20/2002,118.6299973
8/21/2002,118.4599991
8/22/2002,119.7900009
8/23/2002,119.5899963
8/26/2002,119.7099991
8/27/2002,118.1500015
8/28/2002,118.9499969
8/29/2002,118.1900024
8/30/2002,118.4300003
9/2/2002,117.9899979
9/3/2002,117.1500015
9/4/2002,117.8700027
9/5/2002,118.3600006
9/6/2002,118.4100037
9/9/2002,118.8700027
9/10/2002,119.0100021
9/11/2002,120.2699966
9/12/2002,120.0800018
9/13/2002,121.6299973
9/16/2002,122.3000031
9/17/2002,122.0800018
9/18/2002,121.4499969
9/19/2002,121.4599991
9/20/2002,123.3000031
9/23/2002,123.8899994
9/24/2002,123.3700027
9/25/2002,122.6999969
9/26/2002,122.1200027
9/27/2002,122.5299988
9/30/2002,121.8300018
10/1/2002,122.5999985
10/2/2002,122.7600021
10/3/2002,122.4000015
10/4/2002,123.1999969
10/7/2002,124.3000031
10/8/2002,124.0800018
10/9/2002,123.0100021
10/10/2002,123.5899963
10/11/2002,124.0199966
10/14/2002,124.3399963
10/15/2002,124.6299973
10/16/2002,124.5100021
10/17/2002,125.0999985
10/18/2002,125.4499969
10/21/2002,124.8600006
10/22/2002,125.1399994
10/23/2002,124.5199966
10/24/2002,124.6399994
10/25/2002,124.1699982
10/28/2002,123.4499969
10/29/2002,122.9300003
10/30/2002,122.8899994
10/31/2002,122.4499969
11/1/2002,122.1500015
11/4/2002,122.2099991
11/5/2002,122.1100006
11/6/2002,121.6500015
11/7/2002,121.1500015
11/8/2002,119.7799988
11/11/2002,119.6999969
11/12/2002,119.6399994
11/13/2002,120.0800018
11/14/2002,120.5899963
11/15/2002,120.4599991
11/18/2002,120.9400024
11/19/2002,122.1699982
11/20/2002,122.7300034
11/21/2002,122.6500015
11/22/2002,122.9499969
11/25/2002,122.0599976
11/26/2002,121.5199966
11/27/2002,122.3600006
11/28/2002,122.1800003
11/29/2002,122.4700012
12/2/2002,124.3700027
12/3/2002,124.1900024
12/4/2002,124.4499969
12/5/2002,124.7099991
12/6/2002,123.5199966
12/9/2002,123.3600006
12/10/2002,123.9199982
12/11/2002,123.7200012
12/12/2002,122.4800034
12/13/2002,120.4300003
12/16/2002,121.3300018
12/17/2002,121.6200027
12/18/2002,120.6900024
12/19/2002,120.5299988
12/20/2002,120.3600006
12/23/2002,120.3899994
12/24/2002,120.2600021
12/25/2002,120.3300018
12/26/2002,120.0299988
12/27/2002,119.8600006
12/30/2002,118.5
12/31/2002,118.6999969
1/1/2003,118.7099991
1/2/2003,120.2099991
1/3/2003,119.6699982
1/6/2003,119.3600006
1/7/2003,120.2200012
1/8/2003,119.1100006
1/9/2003,119.3799973
1/10/2003,119.3000031
1/13/2003,119.2399979
1/14/2003,118
1/15/2003,118.1100006
1/16/2003,117.8199997
1/17/2003,117.7799988
1/20/2003,118.0100021
1/21/2003,118.1600037
1/22/2003,118.3399963
1/23/2003,118.1200027
1/24/2003,117.8099976
1/27/2003,118.5500031
1/28/2003,118.6800003
1/29/2003,118.6299973
1/30/2003,119.0400009
1/31/2003,119.9100037
2/3/2003,120.3000031
2/4/2003,119.8399963
2/5/2003,120.1399994
2/6/2003,119.8899994
2/7/2003,120.2200012
2/10/2003,121.2099991
2/11/2003,120.9499969
2/12/2003,121.3199997
2/13/2003,120.3300018
2/14/2003,120.3000031
2/17/2003,120.2099991
2/18/2003,119.0400009
2/19/2003,118.6800003
2/20/2003,118.3000031
2/21/2003,118.6100006
2/24/2003,118.1500015
2/25/2003,117.4599991
2/26/2003,117.0899963
2/27/2003,117.7099991
2/28/2003,118.0899963
3/3/2003,117.6500015
3/4/2003,117.1399994
3/5/2003,117.2900009
3/6/2003,117.3000031
3/7/2003,117.0500031
3/10/2003,116.8499985
3/11/2003,117.1200027
3/12/2003,117.4899979
3/13/2003,118.6600037
3/14/2003,118.3000031
3/17/2003,118.8099976
3/18/2003,118.5999985
3/19/2003,120.0599976
3/20/2003,120.3000031
3/21/2003,121.4599991
3/24/2003,120.6800003
3/25/2003,119.9100037
3/26/2003,119.9800034
3/27/2003,119.9700012
3/28/2003,119.7200012
3/31/2003,118.0100021
4/1/2003,117.7900009
4/2/2003,119.1399994
4/3/2003,118.7300034
4/4/2003,119.9499969
4/7/2003,119.8899994
4/8/2003,119.7099991
4/9/2003,120.0800018
4/10/2003,119.5400009
4/11/2003,120.5199966
4/14/2003,120.2900009
4/15/2003,120.3099976
4/16/2003,119.5599976
4/17/2003,119.6500015
4/18/2003,119.8099976
4/21/2003,120.5299988
4/22/2003,119.8700027
4/23/2003,120.4700012
4/24/2003,119.7600021
4/25/2003,120.1600037
4/28/2003,120.4800034
4/29/2003,119.8600006
4/30/2003,118.8199997
5/1/2003,118.4499969
5/2/2003,119.0299988
5/5/2003,118.4499969
5/6/2003,117.5899963
5/7/2003,116.4199982
5/8/2003,117.0800018
5/9/2003,117.3499985
5/12/2003,117
5/13/2003,116.7699966
5/14/2003,116.2099991
5/15/2003,116.4300003
5/16/2003,116.0100021
5/19/2003,117.0800018
5/20/2003,116.6399994
5/21/2003,117.5999985
5/22/2003,117.25
5/23/2003,116.9499969
5/26/2003,116.8600006
5/27/2003,117.2699966
5/28/2003,118.5500031
5/29/2003,118.1699982
5/30/2003,119.3000031
6/2/2003,118.6500015
6/3/2003,119.1399994
6/4/2003,118.8300018
6/5/2003,117.7200012
6/6/2003,118.6299973
6/9/2003,118.1800003
6/10/2003,117.6699982
6/11/2003,117.6900024
6/12/2003,117.6200027
6/13/2003,117.3899994
6/16/2003,117.6399994
6/17/2003,118.0899963
6/18/2003,117.9400024
6/19/2003,118.4499969
6/20/2003,118.3300018
6/23/2003,117.7099991
6/24/2003,117.9199982
6/25/2003,117.9300003
6/26/2003,119.2600021
6/27/2003,119.5299988
6/30/2003,119.6699982
7/1/2003,119.2399979
7/2/2003,118.1500015
7/3/2003,118.1699982
7/4/2003,118.3300018
7/7/2003,118.0899963
7/8/2003,118.25
7/9/2003,117.8099976
7/10/2003,117.6699982
7/11/2003,117.9100037
7/14/2003,117.7200012
7/15/2003,117.8600006
7/16/2003,118.0199966
7/17/2003,118.8199997
7/18/2003,118.4199982
7/21/2003,118.5500031
7/22/2003,119.0199966
7/23/2003,118.7200012
7/24/2003,118.9499969
7/25/2003,118.7600021
7/28/2003,119.4100037
7/29/2003,119.8199997
7/30/2003,120.2799988
7/31/2003,120.5599976
8/1/2003,120.1299973
8/4/2003,120.3099976
8/5/2003,119.9000015
8/6/2003,120.1999969
8/7/2003,119.1100006
8/8/2003,119.0299988
8/11/2003,118.5
8/12/2003,118.5999985
8/13/2003,119.1999969
8/14/2003,118.9700012
8/15/2003,119.1299973
8/18/2003,119.4000015
8/19/2003,118.5699997
8/20/2003,118.0599976
8/21/2003,117.8300018
8/22/2003,117.4899979
8/25/2003,117.2300034
8/26/2003,117.3000031
8/27/2003,117.4800034
8/28/2003,117.3199997
8/29/2003,116.8899994
9/1/2003,116.5
9/2/2003,116.4400024
9/3/2003,115.9100037
9/4/2003,116.8499985
9/5/2003,116.7900009
9/8/2003,116.6100006
9/9/2003,116.8099976
9/10/2003,117.0699997
9/11/2003,117.0800018
9/12/2003,117.2699966
9/15/2003,117.4100037
9/16/2003,116.1900024
9/17/2003,116.1100006
9/18/2003,115.2300034
9/19/2003,113.9100037
9/22/2003,112.0699997
9/23/2003,112.2699966
9/24/2003,111.8899994
9/25/2003,112.0999985
9/26/2003,111.6900024
9/29/2003,110.8199997
9/30/2003,111.2900009
10/1/2003,111.2300034
10/2/2003,110.8700027
10/3/2003,110.8099976
10/6/2003,110.9300003
10/7/2003,109.9100037
10/8/2003,109.5199966
10/9/2003,109.0999985
10/10/2003,108.5599976
10/13/2003,108.9800034
10/14/2003,108.7900009
10/15/2003,109.5100021
10/16/2003,109.7699966
10/17/2003,109.3000031
10/20/2003,110.1800003
10/21/2003,109.5599976
10/22/2003,108.9599991
10/23/2003,109.4199982
10/24/2003,109.2300034
10/27/2003,108.4300003
10/28/2003,108.1500015
10/29/2003,108.2200012
10/30/2003,108.5999985
10/31/2003,110
11/3/2003,110.8000031
11/4/2003,109.5500031
11/5/2003,109.8600006
11/6/2003,110.1699982
11/7/2003,109.3300018
11/10/2003,108.7300034
11/11/2003,108.7699966
11/12/2003,108.6800003
11/13/2003,108.0299988
11/14/2003,108.3000031
11/17/2003,109.0100021
11/18/2003,108.0599976
11/19/2003,109.1100006
11/20/2003,109
11/21/2003,108.75
11/24/2003,109.3799973
11/25/2003,109.4000015
11/26/2003,109.0500031
11/27/2003,109.2799988
11/28/2003,109.6200027
12/1/2003,109.1699982
12/2/2003,108.7300034
12/3/2003,108.3000031
12/4/2003,108.2699966
12/5/2003,107.6200027
12/8/2003,107.4100037
12/9/2003,107.0899963
12/10/2003,108.3799973
12/11/2003,107.9800034
12/12/2003,107.6800003
12/15/2003,107.7399979
12/16/2003,107.5100021
12/17/2003,107.3799973
12/18/2003,107.6500015
12/19/2003,107.7099991
12/22/2003,107.4899979
12/23/2003,107.4300003
12/24/2003,107.2600021
12/25/2003,107.2399979
12/26/2003,107.4499969
12/29/2003,107.0500031
12/30/2003,106.9599991
12/31/2003,107.4000015
1/1/2004,107.3000031
1/2/2004,106.9100037
1/5/2004,106.2399979
1/6/2004,106.2300034
1/7/2004,106.1800003
1/8/2004,106.1699982
1/9/2004,106.5800018
1/12/2004,106.5999985
1/13/2004,106.2399979
1/14/2004,106.2399979
1/15/2004,106.2699966
1/16/2004,106.75
1/19/2004,107.2300034
1/20/2004,107
1/21/2004,106.8099976
1/22/2004,106.1299973
1/23/2004,106.75
1/26/2004,106.3499985
1/27/2004,105.6299973
1/28/2004,106.1299973
1/29/2004,105.9100037
1/30/2004,105.7200012
2/2/2004,105.5199966
2/3/2004,105.4700012
2/4/2004,105.4499969
2/5/2004,105.6399994
2/6/2004,105.4499969
2/9/2004,105.8199997
2/10/2004,105.5800018
2/11/2004,105.3399963
2/12/2004,105.3000031
2/13/2004,105.1999969
2/16/2004,105.4499969
2/17/2004,105.6100006
2/18/2004,106.3399963
2/19/2004,106.9100037
2/20/2004,108.9499969
2/23/2004,108.3000031
2/24/2004,108.1999969
2/25/2004,108.9700012
